giornata,team,opponent,side,score_for,score_against,result,totale,module,modificatore_difesa,fattore_campo
35,XIAOYEZI,NI99ER NO.1,home,2,0,W,72.5,442,0.5,2.0
35,NI99ER NO.1,XIAOYEZI,away,0,2,L,57.5,433,1.0,
36,ULTRAMENG,7UPEVERYDAY,home,3,0,W,79.0,442,1.0,2.0
36,7UPEVERYDAY,ULTRAMENG,away,0,3,L,50.0,433,,
36,TEAM ZTOTTI,XIAOYEZI,home,1,2,L,69.0,433,1.0,2.0
36,XIAOYEZI,TEAM ZTOTTI,away,2,1,W,77.0,433,,
36,ROMAZDA,TEAM HANQI,home,0,0,D,56.0,343,,2.0
36,TEAM HANQI,ROMAZDA,away,0,0,D,65.5,343,,
36,NI99ER NO.1,VRHELPME,home,0,2,L,63.0,352,,2.0
36,VRHELPME,NI99ER NO.1,away,2,0,W,72.5,433,2.0,
36,SIR CROCODILE,KOKOMO,home,4,1,W,85.5,343,,2.0
36,KOKOMO,SIR CROCODILE,away,1,4,L,68.0,442,0.5,
