giornata,team,opponent,side,score_for,score_against,result,totale,module,modificatore_difesa,fattore_campo
35,ETHANANITA,TEAM YANGTUO,away,0,1,L,65.5,433,0.5,
35,XIAWA NO.92,GOODBYE,home,3,1,W,80.5,433,2.0,2.0
35,GOODBYE,XIAWA NO.92,away,1,3,L,70.0,352,,
35,SEPTWOLVES,NO ONE,home,2,1,W,76.5,343,,2.0
35,NO ONE,SEPTWOLVES,away,1,2,L,68.5,442,0.5,
35,WINNING MOMENT,TEAM WOLFLING,home,2,1,W,76.0,532,1.0,2.0
35,TEAM WOLFLING,WINNING MOMENT,away,1,2,L,67.5,433,,
35,ETERNITY,ZLZ AND HIS FRIENDS,home,1,2,L,70.5,343,,2.0
35,ZLZ AND HIS FRIENDS,ETERNITY,away,2,1,W,76.5,433,1.0,
36,ZLZ AND HIS FRIENDS,SEPTWOLVES,home,0,0,D,47.0,433,,2.0
36,SEPTWOLVES,ZLZ AND HIS FRIENDS,away,0,0,D,48.0,343,,
36,ETHANANITA,XIAWA NO.92,home,4,1,W,84.0,343,,2.0
36,XIAWA NO.92,ETHANANITA,away,1,4,L,70.0,433,1.0,
36,TEAM WOLFLING,TEAM YANGTUO,home,4,1,W,84.5,433,2.0,2.0
36,TEAM YANGTUO,TEAM WOLFLING,away,1,4,L,70.0,532,2.0,
36,GOODBYE,ETERNITY,home,1,0,W,69.5,343,,2.0
36,ETERNITY,GOODBYE,away,0,1,L,64.0,343,,
36,NO ONE,WINNING MOMENT,home,3,2,W,80.0,433,1.0,2.0
36,WINNING MOMENT,NO ONE,away,2,3,L,76.0,532,1.0,
